timestamp,market_ticker,category,best_bid,best_ask,mid_price,micro_price,spread,imbalance,bid_count,ask_count,best_bid_size,best_ask_size,is_crossed,bids,asks
2026-02-26T14:15:31.931897+00:00,KXNBAGAME-26FEB28TORWAS-TOR,sports,0.14,0.84,0.49,,0.7,-0.0022484541877459247,8,7,,,False,"[[14, 125], [13, 500], [12, 300], [11, 500], [5, 500], [3, 500], [2, 2000], [1, 8000]]","[[1, 8461], [2, 2000], [3, 500], [5, 500], [12, 500], [13, 500], [16, 20]]"
2026-02-26T14:23:07.342824+00:00,KXNBAGAME-26FEB28TORWAS-TOR,sports,0.14,0.84,0.49,,0.7,-0.0018119459004724001,8,7,,,False,"[[14, 125], [13, 500], [12, 300], [11, 500], [5, 500], [3, 500], [2, 2000], [1, 11000]]","[[1, 11461], [2, 2000], [3, 500], [5, 500], [12, 500], [13, 500], [16, 20]]"
2026-02-26T14:30:43.228545+00:00,KXNBAGAME-26FEB28TORWAS-TOR,sports,0.14,0.84,0.49,,0.7,-0.0018119459004724001,8,7,,,False,"[[14, 125], [13, 500], [12, 300], [11, 500], [5, 500], [3, 500], [2, 2000], [1, 11000]]","[[1, 11461], [2, 2000], [3, 500], [5, 500], [12, 500], [13, 500], [16, 20]]"
2026-02-26T14:38:17.668632+00:00,KXNBAGAME-26FEB28TORWAS-TOR,sports,0.14,0.84,0.49,,0.7,-0.0015596279173397203,8,7,,,False,"[[14, 125], [13, 500], [12, 300], [11, 500], [5, 500], [3, 500], [2, 4500], [1, 11000]]","[[1, 11461], [2, 4500], [3, 500], [5, 500], [12, 500], [13, 500], [16, 20]]"
2026-02-26T14:45:53.160012+00:00,KXNBAGAME-26FEB28TORWAS-TOR,sports,0.14,0.84,0.49,,0.7,-0.0015596279173397203,8,7,,,False,"[[14, 125], [13, 500], [12, 300], [11, 500], [5, 500], [3, 500], [2, 4500], [1, 11000]]","[[1, 11461], [2, 4500], [3, 500], [5, 500], [12, 500], [13, 500], [16, 20]]"
2026-02-26T14:53:27.856842+00:00,KXNBAGAME-26FEB28TORWAS-TOR,sports,0.14,0.84,0.49,,0.7,-0.0015596279173397203,8,7,,,False,"[[14, 125], [13, 500], [12, 300], [11, 500], [5, 500], [3, 500], [2, 4500], [1, 11000]]","[[1, 11461], [2, 4500], [3, 500], [5, 500], [12, 500], [13, 500], [16, 20]]"
2026-02-26T15:01:03.196125+00:00,KXNBAGAME-26FEB28TORWAS-TOR,sports,0.14,0.84,0.49,,0.7,-0.0015596279173397203,8,7,,,False,"[[14, 125], [13, 500], [12, 300], [11, 500], [5, 500], [3, 500], [2, 4500], [1, 11000]]","[[1, 11461], [2, 4500], [3, 500], [5, 500], [12, 500], [13, 500], [16, 20]]"
2026-02-26T15:08:37.824797+00:00,KXNBAGAME-26FEB28TORWAS-TOR,sports,0.68,0.77,0.725,,0.09,-0.11030380284682388,9,10,,,False,"[[68, 2000], [14, 125], [13, 500], [12, 300], [11, 500], [5, 500], [3, 500], [2, 5514], [1, 11000]]","[[1, 11461], [2, 5514], [3, 500], [5, 500], [7, 12000], [12, 500], [13, 500], [16, 20], [22, -4900], [23, 36]]"
2026-02-26T15:16:13.226803+00:00,KXNBAGAME-26FEB28TORWAS-TOR,sports,0.68,0.77,0.725,,0.09,-0.26971837126166187,8,10,,,False,"[[68, 2125], [13, 500], [12, 300], [11, 500], [5, 500], [3, 500], [2, 5514], [1, 11000]]","[[1, 11461], [2, 5514], [3, 500], [5, 500], [7, 12000], [12, 500], [13, 500], [16, 20], [22, 5376], [23, 35]]"
2026-02-26T15:23:47.842203+00:00,KXNBAGAME-26FEB28TORWAS-TOR,sports,0.69,0.78,0.735,,0.09,-0.26610616221265804,10,11,,,False,"[[69, 175], [68, 2000], [14, 561], [13, 947], [12, 300], [11, 500], [5, 500], [3, 500], [2, 5514], [1, 11000]]","[[1, 11461], [2, 5514], [3, 500], [5, 500], [7, 12000], [8, 522], [12, 960], [13, 500], [16, 20], [21, 749], [22, 5223]]"
2026-02-26T15:31:44.936653+00:00,KXNBAGAME-26FEB28TORWAS-TOR,sports,0.69,0.78,0.735,,0.09,-0.26980852727363464,10,11,,,False,"[[69, 125], [68, 2000], [14, 561], [13, 947], [12, 300], [11, 500], [5, 500], [3, 500], [2, 5514], [1, 11000]]","[[1, 11461], [2, 5514], [3, 500], [5, 500], [7, 12000], [8, 522], [12, 960], [13, 500], [16, 20], [21, 976], [22, 5213]]"
2026-02-26T15:39:41.251298+00:00,KXNBAGAME-26FEB28TORWAS-TOR,sports,0.69,0.77,0.73,,0.08,-0.27282064875252643,10,14,,,False,"[[69, 125], [68, 2000], [14, 561], [13, 947], [12, 300], [11, 500], [5, 500], [3, 500], [2, 5514], [1, 11000]]","[[1, 11461], [2, 5514], [3, 500], [5, 500], [7, 12000], [8, 522], [9, 12], [12, 960], [13, 500], [16, 20], [19, 124], [21, 976], [22, 5213], [23, 113]]"
2026-02-26T15:47:38.207006+00:00,KXNBAGAME-26FEB28TORWAS-TOR,sports,0.71,0.78,0.745,,0.07,-0.273389272296973,11,13,,,False,"[[71, 125], [70, 5], [68, 2000], [14, 561], [13, 947], [12, 300], [11, 500], [5, 500], [3, 500], [2, 5514], [1, 11000]]","[[1, 11461], [2, 5514], [3, 500], [5, 500], [7, 12000], [8, 522], [9, 548], [12, 500], [13, 500], [16, 20], [19, 124], [21, 976], [22, 5306]]"
2026-02-26T15:55:35.302492+00:00,KXNBAGAME-26FEB28TORWAS-TOR,sports,0.71,0.78,0.745,,0.07,-0.273389272296973,11,13,,,False,"[[71, 125], [70, 5], [68, 2000], [14, 561], [13, 947], [12, 300], [11, 500], [5, 500], [3, 500], [2, 5514], [1, 11000]]","[[1, 11461], [2, 5514], [3, 500], [5, 500], [7, 12000], [8, 522], [9, 548], [12, 500], [13, 500], [16, 20], [19, 124], [21, 976], [22, 5306]]"
2026-02-26T16:03:32.717612+00:00,KXNBAGAME-26FEB28TORWAS-TOR,sports,0.71,0.78,0.745,,0.07,-0.24645846748229233,12,14,,,False,"[[71, 125], [70, 5], [68, 2000], [15, 2467], [14, 561], [13, 947], [12, 300], [11, 500], [5, 500], [3, 500], [2, 4500], [1, 11000]]","[[1, 11461], [2, 4500], [3, 500], [4, 1258], [5, 500], [7, 12000], [8, 522], [9, 548], [12, 500], [13, 500], [16, 20], [19, 124], [21, 976], [22, 5306]]"
2026-02-26T16:11:29.662577+00:00,KXNBAGAME-26FEB28TORWAS-TOR,sports,0.72,0.78,0.75,,0.06,-0.22837725517039065,14,14,,,False,"[[72, 100], [71, 300], [70, 5], [68, 2000], [16, 590], [15, 2467], [14, 411], [13, 500], [12, 300], [11, 500], [5, 500], [3, 500], [2, 4500], [1, 11000]]","[[1, 11461], [2, 4500], [3, 500], [4, 1258], [5, 500], [7, 12000], [8, 522], [9, 548], [12, 500], [13, 500], [16, 20], [19, 124], [21, 355], [22, 4898]]"
2026-02-26T16:19:27.427643+00:00,KXNBAGAME-26FEB28TORWAS-TOR,sports,0.74,0.78,0.76,,0.04,-0.2400808936825886,14,14,,,False,"[[74, 225], [71, 175], [70, 5], [68, 2000], [16, 590], [15, 2467], [14, 411], [13, 500], [12, 300], [11, 500], [5, 500], [3, 500], [2, 4500], [1, 11000]]","[[1, 11461], [2, 4500], [3, 500], [4, 1258], [5, 500], [7, 12000], [8, 522], [9, 548], [12, 500], [13, 500], [16, 20], [19, 124], [21, 907], [22, 5291]]"
2026-02-26T16:27:39.952423+00:00,KXNBAGAME-26FEB28TORWAS-TOR,sports,0.73,0.78,0.755,,0.05,-0.24557868093956053,13,14,,,False,"[[73, 125], [70, 5], [68, 2000], [16, 590], [15, 2467], [14, 411], [13, 500], [12, 300], [11, 500], [5, 500], [3, 500], [2, 4500], [1, 11000]]","[[1, 11461], [2, 4500], [3, 500], [4, 1258], [5, 500], [7, 12000], [8, 522], [9, 548], [12, 500], [13, 500], [16, 20], [19, 124], [21, 907], [22, 5291]]"
2026-02-26T16:35:54.464839+00:00,KXNBAGAME-26FEB28TORWAS-TOR,sports,0.73,0.77,0.75,,0.04,-0.24669596432768306,13,15,,,False,"[[73, 125], [70, 5], [68, 2000], [16, 590], [15, 2467], [14, 411], [13, 500], [12, 300], [11, 500], [5, 500], [3, 500], [2, 4500], [1, 11000]]","[[1, 11461], [2, 4500], [3, 500], [4, 1258], [5, 500], [7, 12000], [8, 522], [9, 548], [12, 500], [13, 500], [16, 20], [19, 124], [21, 907], [22, 5291], [23, 92]]"
2026-02-26T16:44:09.999637+00:00,KXNBAGAME-26FEB28TORWAS-TOR,sports,0.73,0.77,0.75,,0.04,-0.2412013590614783,14,15,,,False,"[[73, 225], [71, 175], [70, 5], [68, 2000], [16, 590], [15, 2467], [14, 411], [13, 500], [12, 300], [11, 500], [5, 500], [3, 500], [2, 4500], [1, 11000]]","[[1, 11461], [2, 4500], [3, 500], [4, 1258], [5, 500], [7, 12000], [8, 522], [9, 548], [12, 500], [13, 500], [16, 20], [19, 124], [21, 907], [22, 5291], [23, 92]]"
2026-02-26T16:52:25.213237+00:00,KXNBAGAME-26FEB28TORWAS-TOR,sports,0.73,0.77,0.75,,0.04,-0.2412013590614783,14,15,,,False,"[[73, 225], [71, 175], [70, 5], [68, 2000], [16, 590], [15, 2467], [14, 411], [13, 500], [12, 300], [11, 500], [5, 500], [3, 500], [2, 4500], [1, 11000]]","[[1, 11461], [2, 4500], [3, 500], [4, 1258], [5, 500], [7, 12000], [8, 522], [9, 548], [12, 500], [13, 500], [16, 20], [19, 124], [21, 907], [22, 5291], [23, 92]]"
2026-02-26T17:00:41.551665+00:00,KXNBAGAME-26FEB28TORWAS-TOR,sports,0.72,0.77,0.745,,0.05,-0.17312901128106534,13,15,,,False,"[[72, 125], [70, 5], [68, 2000], [17, 2183], [16, 590], [14, 411], [13, 500], [12, 300], [11, 500], [5, 500], [3, 50500], [2, 4500], [1, 11000]]","[[1, 11461], [2, 4500], [3, 50500], [4, 1266], [5, 500], [7, 12000], [8, 15522], [9, 548], [12, 500], [13, 500], [16, 20], [19, 124], [21, 907], [22, 5291], [23, 92]]"
2026-02-26T17:08:57.976847+00:00,KXNBAGAME-26FEB28TORWAS-TOR,sports,0.73,0.77,0.75,,0.04,-0.17093076415110314,14,15,,,False,"[[73, 225], [71, 175], [70, 5], [68, 2000], [18, 647], [17, 2183], [14, 411], [13, 500], [12, 300], [11, 500], [5, 500], [3, 50500], [2, 4500], [1, 11000]]","[[1, 11461], [2, 4500], [3, 50500], [4, 1266], [5, 500], [7, 12000], [8, 15522], [9, 548], [12, 500], [13, 500], [16, 20], [19, 124], [21, 907], [22, 5291], [23, 92]]"
2026-02-26T17:17:13.540912+00:00,KXNBAGAME-26FEB28TORWAS-TOR,sports,0.73,0.77,0.75,,0.04,-0.1720062721795824,14,16,,,False,"[[73, 225], [71, 175], [70, 5], [68, 2000], [18, 647], [17, 2183], [14, 411], [13, 500], [12, 300], [11, 500], [5, 500], [3, 50700], [2, 5100], [1, 12000]]","[[1, 12461], [2, 5288], [3, 50873], [4, 1435], [5, 656], [6, 154], [7, 12150], [8, 15522], [9, 548], [12, 500], [13, 500], [16, 20], [19, 124], [21, 903], [22, 5283], [23, 92]]"
2026-02-26T17:25:28.896278+00:00,KXNBAGAME-26FEB28TORWAS-TOR,sports,0.73,0.77,0.75,,0.04,-0.1720062721795824,14,16,,,False,"[[73, 225], [71, 175], [70, 5], [68, 2000], [18, 647], [17, 2183], [14, 411], [13, 500], [12, 300], [11, 500], [5, 500], [3, 50700], [2, 5100], [1, 12000]]","[[1, 12461], [2, 5288], [3, 50873], [4, 1435], [5, 656], [6, 154], [7, 12150], [8, 15522], [9, 548], [12, 500], [13, 500], [16, 20], [19, 124], [21, 903], [22, 5283], [23, 92]]"
2026-02-26T17:34:01.456710+00:00,KXNBAGAME-26FEB28TORWAS-TOR,sports,0.73,0.77,0.75,,0.04,-0.1720062721795824,14,16,,,False,"[[73, 225], [71, 175], [70, 5], [68, 2000], [18, 647], [17, 2183], [14, 411], [13, 500], [12, 300], [11, 500], [5, 500], [3, 50700], [2, 5100], [1, 12000]]","[[1, 12461], [2, 5288], [3, 50873], [4, 1435], [5, 656], [6, 154], [7, 12150], [8, 15522], [9, 548], [12, 500], [13, 500], [16, 20], [19, 124], [21, 903], [22, 5283], [23, 92]]"
2026-02-26T17:42:34.073889+00:00,KXNBAGAME-26FEB28TORWAS-TOR,sports,0.73,0.77,0.75,,0.04,-0.1720062721795824,14,16,,,False,"[[73, 225], [71, 175], [70, 5], [68, 2000], [18, 647], [17, 2183], [14, 411], [13, 500], [12, 300], [11, 500], [5, 500], [3, 50700], [2, 5100], [1, 12000]]","[[1, 12461], [2, 5288], [3, 50873], [4, 1435], [5, 656], [6, 154], [7, 12150], [8, 15522], [9, 548], [12, 500], [13, 500], [16, 20], [19, 124], [21, 903], [22, 5283], [23, 92]]"
2026-02-26T17:51:06.309010+00:00,KXNBAGAME-26FEB28TORWAS-TOR,sports,0.73,0.77,0.75,,0.04,-0.1720062721795824,14,16,,,False,"[[73, 225], [71, 175], [70, 5], [68, 2000], [18, 647], [17, 2183], [14, 411], [13, 500], [12, 300], [11, 500], [5, 500], [3, 50700], [2, 5100], [1, 12000]]","[[1, 12461], [2, 5288], [3, 50873], [4, 1435], [5, 656], [6, 154], [7, 12150], [8, 15522], [9, 548], [12, 500], [13, 500], [16, 20], [19, 124], [21, 903], [22, 5283], [23, 92]]"
2026-02-26T17:59:39.417064+00:00,KXNBAGAME-26FEB28TORWAS-TOR,sports,0.73,0.77,0.75,,0.04,-0.1720062721795824,14,16,,,False,"[[73, 225], [71, 175], [70, 5], [68, 2000], [18, 647], [17, 2183], [14, 411], [13, 500], [12, 300], [11, 500], [5, 500], [3, 50700], [2, 5100], [1, 12000]]","[[1, 12461], [2, 5288], [3, 50873], [4, 1435], [5, 656], [6, 154], [7, 12150], [8, 15522], [9, 548], [12, 500], [13, 500], [16, 20], [19, 124], [21, 903], [22, 5283], [23, 92]]"
2026-02-26T18:08:13.369026+00:00,KXNBAGAME-26FEB28TORWAS-TOR,sports,0.73,0.77,0.75,,0.04,-0.1720062721795824,14,16,,,False,"[[73, 225], [71, 175], [70, 5], [68, 2000], [18, 647], [17, 2183], [14, 411], [13, 500], [12, 300], [11, 500], [5, 500], [3, 50700], [2, 5100], [1, 12000]]","[[1, 12461], [2, 5288], [3, 50873], [4, 1435], [5, 656], [6, 154], [7, 12150], [8, 15522], [9, 548], [12, 500], [13, 500], [16, 20], [19, 124], [21, 903], [22, 5283], [23, 92]]"
2026-02-26T18:16:47.400971+00:00,KXNBAGAME-26FEB28TORWAS-TOR,sports,0.73,0.77,0.75,,0.04,-0.1720062721795824,14,16,,,False,"[[73, 225], [71, 175], [70, 5], [68, 2000], [18, 647], [17, 2183], [14, 411], [13, 500], [12, 300], [11, 500], [5, 500], [3, 50700], [2, 5100], [1, 12000]]","[[1, 12461], [2, 5288], [3, 50873], [4, 1435], [5, 656], [6, 154], [7, 12150], [8, 15522], [9, 548], [12, 500], [13, 500], [16, 20], [19, 124], [21, 903], [22, 5283], [23, 92]]"
2026-02-26T18:25:20.273970+00:00,KXNBAGAME-26FEB28TORWAS-TOR,sports,0.73,0.77,0.75,,0.04,-0.1720062721795824,14,16,,,False,"[[73, 225], [71, 175], [70, 5], [68, 2000], [18, 647], [17, 2183], [14, 411], [13, 500], [12, 300], [11, 500], [5, 500], [3, 50700], [2, 5100], [1, 12000]]","[[1, 12461], [2, 5288], [3, 50873], [4, 1435], [5, 656], [6, 154], [7, 12150], [8, 15522], [9, 548], [12, 500], [13, 500], [16, 20], [19, 124], [21, 903], [22, 5283], [23, 92]]"
2026-02-26T18:33:53.733278+00:00,KXNBAGAME-26FEB28TORWAS-TOR,sports,0.73,0.77,0.75,,0.04,-0.1720062721795824,14,16,,,False,"[[73, 225], [71, 175], [70, 5], [68, 2000], [18, 647], [17, 2183], [14, 411], [13, 500], [12, 300], [11, 500], [5, 500], [3, 50700], [2, 5100], [1, 12000]]","[[1, 12461], [2, 5288], [3, 50873], [4, 1435], [5, 656], [6, 154], [7, 12150], [8, 15522], [9, 548], [12, 500], [13, 500], [16, 20], [19, 124], [21, 903], [22, 5283], [23, 92]]"
2026-02-26T18:42:27.597950+00:00,KXNBAGAME-26FEB28TORWAS-TOR,sports,0.73,0.77,0.75,,0.04,-0.1720062721795824,14,16,,,False,"[[73, 225], [71, 175], [70, 5], [68, 2000], [18, 647], [17, 2183], [14, 411], [13, 500], [12, 300], [11, 500], [5, 500], [3, 50700], [2, 5100], [1, 12000]]","[[1, 12461], [2, 5288], [3, 50873], [4, 1435], [5, 656], [6, 154], [7, 12150], [8, 15522], [9, 548], [12, 500], [13, 500], [16, 20], [19, 124], [21, 903], [22, 5283], [23, 92]]"
2026-02-26T18:51:01.270029+00:00,KXNBAGAME-26FEB28TORWAS-TOR,sports,0.73,0.77,0.75,,0.04,-0.1720062721795824,14,16,,,False,"[[73, 225], [71, 175], [70, 5], [68, 2000], [18, 647], [17, 2183], [14, 411], [13, 500], [12, 300], [11, 500], [5, 500], [3, 50700], [2, 5100], [1, 12000]]","[[1, 12461], [2, 5288], [3, 50873], [4, 1435], [5, 656], [6, 154], [7, 12150], [8, 15522], [9, 548], [12, 500], [13, 500], [16, 20], [19, 124], [21, 903], [22, 5283], [23, 92]]"
2026-02-26T18:59:38.504841+00:00,KXNBAGAME-26FEB28TORWAS-TOR,sports,0.73,0.77,0.75,,0.04,-0.1720062721795824,14,16,,,False,"[[73, 225], [71, 175], [70, 5], [68, 2000], [18, 647], [17, 2183], [14, 411], [13, 500], [12, 300], [11, 500], [5, 500], [3, 50700], [2, 5100], [1, 12000]]","[[1, 12461], [2, 5288], [3, 50873], [4, 1435], [5, 656], [6, 154], [7, 12150], [8, 15522], [9, 548], [12, 500], [13, 500], [16, 20], [19, 124], [21, 903], [22, 5283], [23, 92]]"
2026-02-26T19:08:16.742847+00:00,KXNBAGAME-26FEB28TORWAS-TOR,sports,0.73,0.77,0.75,,0.04,-0.1720062721795824,14,16,,,False,"[[73, 225], [71, 175], [70, 5], [68, 2000], [18, 647], [17, 2183], [14, 411], [13, 500], [12, 300], [11, 500], [5, 500], [3, 50700], [2, 5100], [1, 12000]]","[[1, 12461], [2, 5288], [3, 50873], [4, 1435], [5, 656], [6, 154], [7, 12150], [8, 15522], [9, 548], [12, 500], [13, 500], [16, 20], [19, 124], [21, 903], [22, 5283], [23, 92]]"
2026-02-26T19:17:06.998202+00:00,KXNBAGAME-26FEB28TORWAS-TOR,sports,0.73,0.77,0.75,,0.04,-0.1720062721795824,14,16,,,False,"[[73, 225], [71, 175], [70, 5], [68, 2000], [18, 647], [17, 2183], [14, 411], [13, 500], [12, 300], [11, 500], [5, 500], [3, 50700], [2, 5100], [1, 12000]]","[[1, 12461], [2, 5288], [3, 50873], [4, 1435], [5, 656], [6, 154], [7, 12150], [8, 15522], [9, 548], [12, 500], [13, 500], [16, 20], [19, 124], [21, 903], [22, 5283], [23, 92]]"
2026-02-26T19:25:56.979291+00:00,KXNBAGAME-26FEB28TORWAS-TOR,sports,0.73,0.77,0.75,,0.04,-0.1720062721795824,14,16,,,False,"[[73, 225], [71, 175], [70, 5], [68, 2000], [18, 647], [17, 2183], [14, 411], [13, 500], [12, 300], [11, 500], [5, 500], [3, 50700], [2, 5100], [1, 12000]]","[[1, 12461], [2, 5288], [3, 50873], [4, 1435], [5, 656], [6, 154], [7, 12150], [8, 15522], [9, 548], [12, 500], [13, 500], [16, 20], [19, 124], [21, 903], [22, 5283], [23, 92]]"
