available_on_brokers,category,collateral_return_type,event_ticker,last_updated_ts,mutually_exclusive,series_ticker,strike_period,sub_title,title,_produced_at,_category,product_competition,product_competition_scope
False,Sports,MECNET,KXNBAGAME-26FEB28TORWAS,2026-02-26T14:02:02.797216Z,True,KXNBAGAME,,TOR at WAS (Feb 28),Toronto at Washington,1772114797937,sports,Pro Basketball (M),Game
